Airline,month,day ,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Dgree,Duration(Minutes),day_number,Price_USD
Air India,3,27,Mumbai,Hyderabad,13:55,15:25,0.0,Economy,90,2,23.5632183908046
Jet Airways,6,3,Mumbai,Hyderabad,07:05,08:30,0.0,Business,85,0,92.41379310344828
Jet Airways,5,6,Kolkata,Banglore,18:55,08:15,1.0,Business,800,0,156.13793103448276
Jet Airways,6,6,Delhi,Cochin,19:30,04:25,2.0,Business,535,3,149.58620689655172
Vistara,5,15,Kolkata,Banglore,07:10,18:50,1.0,Business,700,2,107.41379310344828
Jet Airways,6,3,Delhi,Cochin,09:35,12:35,2.0,Business,1620,0,132.26436781609195
Multiple carriers,6,6,Delhi,Cochin,06:00,19:15,1.0,Business,795,3,95.01149425287356
Jet Airways,3,24,Mumbai,Hyderabad,02:55,04:25,0.0,Business,90,6,65.26436781609195
Multiple carriers,6,12,Delhi,Cochin,13:00,01:30,1.0,Business,750,2,153.75862068965515
Vistara,5,21,Kolkata,Banglore,07:10,18:50,1.0,Business,700,1,107.41379310344828
IndiGo,5,15,Delhi,Cochin,18:35,01:30,1.0,Business,415,2,82.65517241379311
Multiple carriers,3,27,Delhi,Cochin,17:45,01:35,1.0,Business,470,2,90.17241379310344
Jet Airways,5,21,Banglore,Delhi,11:10,14:05,0.0,Business,175,1,83.0919540229885
Air India,3,1,Banglore,New Delhi,17:00,08:50,1.0,Business,950,4,126.2183908045977
Jet Airways,6,9,Kolkata,Banglore,14:05,04:40,1.0,Business,875,6,162.9655172413793
IndiGo,3,21,Delhi,Cochin,07:30,21:00,1.0,Business,810,3,100.96551724137932
Jet Airways,5,12,Kolkata,Banglore,20:00,04:40,1.0,Business,520,6,160.24137931034485
Jet Airways,5,21,Kolkata,Banglore,20:25,19:10,1.0,Business,1365,1,150.19540229885058
Jet Airways,6,27,Mumbai,Hyderabad,10:20,11:50,0.0,Economy,90,3,57.41379310344828
Air India,6,3,Delhi,Cochin,18:30,19:15,2.0,Business,1485,0,143.54022988505747
Air Asia,6,9,Kolkata,Banglore,07:35,23:30,1.0,Business,955,6,90.45977011494251
Air India,5,12,Delhi,Cochin,05:10,08:00,0.0,Economy,170,6,70.04597701149426
Jet Airways,6,12,Kolkata,Banglore,10:20,17:35,1.0,Economy,435,2,64.45977011494253
GoAir,3,3,Delhi,Cochin,07:30,13:20,1.0,Economy,350,6,70.25287356321839
Jet Airways,3,6,Banglore,New Delhi,16:55,08:15,1.0,Business,920,2,192.367816091954
Vistara,6,12,Kolkata,Banglore,20:20,10:45,1.0,Business,865,2,97.14942528735632
Jet Airways,5,9,Kolkata,Banglore,17:00,14:25,1.0,Business,1285,3,107.05747126436782
IndiGo,5,21,Chennai,Kolkata,07:55,10:15,0.0,Economy,140,1,44.2528735632184
Jet Airways,3,21,Delhi,Cochin,19:45,04:25,1.0,Economy,520,3,68.54022988505747
Air India,5,21,Delhi,Cochin,05:00,19:15,2.0,Business,2295,1,114.57471264367815
Jet Airways,5,18,Delhi,Cochin,11:00,14:15,0.0,Business,195,5,109.93103448275862
IndiGo,3,6,Delhi,Cochin,06:40,21:20,2.0,Economy,880,2,75.97701149425288
IndiGo,3,9,Banglore,New Delhi,15:40,20:35,1.0,Economy,295,5,60.06896551724138
Jet Airways,3,24,Kolkata,Banglore,19:45,08:10,1.0,Business,745,6,163.57471264367817
Jet Airways,6,15,Delhi,Cochin,14:35,12:35,2.0,Business,1320,5,153.7471264367816
IndiGo,5,27,Delhi,Cochin,06:50,22:30,1.0,Economy,940,0,76.71264367816092
Multiple carriers,6,15,Delhi,Cochin,08:00,21:00,1.0,Business,780,5,85.14942528735632
Air India,5,24,Kolkata,Banglore,09:50,08:55,2.0,Business,1385,4,174.367816091954
IndiGo,6,1,Chennai,Kolkata,19:35,21:55,0.0,Economy,140,5,41.3448275862069
Air India,3,12,Banglore,New Delhi,17:25,10:15,2.0,Business,1010,1,146.8735632183908
Jet Airways,6,9,Banglore,Delhi,17:45,20:45,0.0,Business,180,6,83.0919540229885
Jet Airways,6,15,Banglore,Delhi,08:20,11:20,0.0,Business,180,5,92.13793103448276
IndiGo,5,27,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,0,55.2183908045977
Jet Airways,6,21,Banglore,Delhi,08:20,11:20,0.0,Business,180,4,92.13793103448276
Air Asia,6,9,Kolkata,Banglore,10:20,12:55,0.0,Economy,155,6,64.88505747126437
Jet Airways,3,9,Banglore,New Delhi,18:40,00:45,1.0,First Class,365,5,255.97701149425288
Jet Airways,6,6,Kolkata,Banglore,09:35,19:10,1.0,Business,575,3,162.6551724137931
Jet Airways,4,6,Delhi,Cochin,07:05,12:35,1.0,Economy,330,5,62.13793103448276
Air India,3,24,Kolkata,Banglore,19:00,11:05,1.0,Economy,965,6,63.98850574712644
IndiGo,3,27,Delhi,Cochin,04:55,16:10,1.0,Economy,675,2,70.93103448275862
SpiceJet,6,15,Banglore,Delhi,05:55,08:35,0.0,Economy,160,5,50.83908045977012
Jet Airways,4,6,Delhi,Cochin,22:50,12:35,1.0,Economy,825,5,59.50574712643678
Multiple carriers,6,12,Delhi,Cochin,17:45,01:30,1.0,Economy,465,2,78.10344827586206
SpiceJet,5,27,Banglore,Delhi,09:30,12:20,0.0,Economy,170,0,41.66666666666666
Jet Airways,5,18,Delhi,Cochin,14:00,12:35,1.0,Business,1355,5,142.2183908045977
SpiceJet,5,9,Kolkata,Banglore,15:05,20:20,1.0,Economy,315,3,57.04597701149425
IndiGo,5,27,Mumbai,Hyderabad,21:20,22:50,0.0,Economy,90,0,25.597701149425287
Multiple carriers,6,27,Delhi,Cochin,08:30,19:00,1.0,Business,630,3,128.73563218390805
Air India,5,9,Delhi,Cochin,17:40,23:00,1.0,Business,320,3,82.45977011494253
Air India,3,3,Delhi,Cochin,05:55,19:15,2.0,Business,2240,6,158.02298850574712
Multiple carriers,5,27,Delhi,Cochin,07:05,22:30,1.0,Business,925,0,113.28735632183908
Air India,5,18,Kolkata,Banglore,16:45,12:30,2.0,Business,1185,5,174.367816091954
IndiGo,6,1,Delhi,Cochin,07:35,22:30,1.0,Economy,895,5,74.04597701149426
Jet Airways,5,27,Delhi,Cochin,17:30,19:00,1.0,Business,1530,0,148.2528735632184
Jet Airways,6,1,Banglore,Delhi,08:20,11:20,0.0,Business,180,5,83.0919540229885
Air India,5,9,Kolkata,Banglore,10:00,01:20,2.0,Business,920,3,149.80459770114942
Jet Airways,5,12,Kolkata,Banglore,20:25,21:05,1.0,Business,1480,6,123.02298850574712
IndiGo,3,9,Chennai,Kolkata,13:20,15:35,0.0,Business,135,5,72.37931034482759
Jet Airways,5,6,Kolkata,Banglore,20:25,18:00,1.0,Business,1295,0,107.05747126436782
Vistara,3,15,Banglore,New Delhi,09:50,12:35,0.0,Economy,165,4,70.55172413793103
IndiGo,6,24,Delhi,Cochin,09:15,21:00,1.0,Economy,705,0,78.59770114942529
Jet Airways Business,3,6,Delhi,Cochin,20:05,04:25,2.0,First Class,500,2,600.9770114942529
Multiple carriers,6,9,Delhi,Cochin,14:00,01:30,1.0,Business,690,6,153.75862068965515
Air India,5,18,Delhi,Cochin,09:45,09:25,2.0,Business,1420,5,126.14942528735632
Jet Airways,3,12,Banglore,New Delhi,05:45,21:20,1.0,Business,935,1,158.816091954023
Air India,3,21,Delhi,Cochin,06:05,09:25,1.0,Business,1640,3,86.57471264367815
Multiple carriers,5,15,Delhi,Cochin,03:50,19:00,1.0,Business,910,2,117.20689655172414
Jet Airways,6,9,Kolkata,Banglore,20:00,04:40,1.0,Business,520,6,111.06896551724138
Multiple carriers,5,15,Delhi,Cochin,13:00,21:00,1.0,Business,480,2,157.7816091954023
IndiGo,5,9,Delhi,Cochin,11:25,01:30,1.0,Business,845,3,95.7471264367816
IndiGo,5,21,Banglore,Delhi,07:10,10:05,0.0,Economy,175,1,55.4367816091954
IndiGo,5,27,Delhi,Cochin,17:10,01:30,1.0,Economy,500,0,71.33333333333333
Multiple carriers,6,6,Delhi,Cochin,11:25,19:00,1.0,Business,455,3,125.02298850574712
Jet Airways,3,12,Banglore,New Delhi,18:55,08:15,1.0,Business,800,1,158.816091954023
Jet Airways,6,27,Banglore,Delhi,08:20,11:20,0.0,Economy,180,3,74.45977011494253
Air India,4,9,Delhi,Cochin,13:05,07:40,2.0,Business,1115,1,98.58620689655172
Jet Airways,5,21,Delhi,Cochin,21:50,19:00,1.0,Business,1270,1,184.816091954023
Jet Airways,6,27,Delhi,Cochin,23:05,12:35,2.0,Business,810,3,128.16091954022988
Multiple carriers,3,6,Delhi,Cochin,06:40,19:15,1.0,Business,755,2,173.29885057471265
Jet Airways,4,1,Kolkata,Banglore,16:30,08:15,1.0,Business,945,0,81.19540229885058
Jet Airways,5,21,Kolkata,Banglore,14:05,08:15,1.0,Business,1090,1,111.06896551724138
Air India,3,6,Delhi,Cochin,21:30,19:15,2.0,Business,1305,2,132.7816091954023
Jet Airways,6,12,Delhi,Cochin,20:55,19:00,1.0,Business,1325,2,117.95402298850574
SpiceJet,4,15,Delhi,Cochin,15:45,22:05,1.0,Economy,380,0,67.80459770114942
Jet Airways,6,1,Delhi,Cochin,14:35,12:35,2.0,Business,1320,5,153.7471264367816
Jet Airways,3,12,Banglore,New Delhi,18:55,10:25,1.0,Business,930,1,158.816091954023
Vistara,5,1,Kolkata,Banglore,20:20,20:20,1.0,Business,1440,2,98.96551724137932
Jet Airways,5,9,Delhi,Cochin,09:00,04:25,1.0,Business,1165,3,142.2183908045977
SpiceJet,5,27,Delhi,Cochin,17:55,22:50,1.0,Economy,295,0,65.20689655172414
Vistara,4,1,Kolkata,Banglore,20:20,18:50,1.0,Business,1350,0,91.11494252873564
Jet Airways,6,24,Delhi,Cochin,02:15,19:00,1.0,Business,1005,0,117.95402298850574
Jet Airways,5,9,Delhi,Cochin,08:00,04:25,1.0,Business,1225,3,142.2183908045977
Air India,3,1,Banglore,New Delhi,09:30,12:05,1.0,Business,1595,4,146.02298850574712
Air India,5,9,Kolkata,Banglore,12:00,13:15,1.0,Business,1515,3,76.0
IndiGo,6,9,Banglore,Delhi,18:55,21:50,0.0,Economy,175,6,55.4367816091954
Jet Airways,6,3,Delhi,Cochin,10:00,19:00,1.0,Business,540,0,117.95402298850574
IndiGo,3,21,Delhi,Cochin,07:20,12:30,1.0,Economy,310,3,73.42528735632185
GoAir,5,12,Banglore,Delhi,07:45,10:40,0.0,Economy,175,6,44.80459770114943
Jet Airways,4,6,Delhi,Cochin,11:30,19:00,1.0,Economy,450,5,59.50574712643678
Jet Airways,6,9,Kolkata,Banglore,20:00,20:45,1.0,Business,1485,6,124.64367816091954
IndiGo,6,1,Banglore,Delhi,00:25,03:15,0.0,Economy,170,5,46.86206896551724
Jet Airways,3,24,Kolkata,Banglore,16:55,09:15,1.0,Business,980,6,163.57471264367817
Air India,3,12,Banglore,New Delhi,08:50,23:25,2.0,Business,875,1,152.29885057471265
Jet Airways,3,12,Banglore,New Delhi,07:00,21:20,1.0,Business,860,1,158.816091954023
SpiceJet,3,9,Banglore,New Delhi,20:30,23:20,0.0,Economy,170,5,71.32183908045977
Jet Airways,6,27,Delhi,Cochin,23:05,12:35,2.0,Business,810,3,147.3448275862069
IndiGo,4,15,Banglore,Delhi,13:00,15:50,0.0,Economy,170,0,52.770114942528735
SpiceJet,6,27,Kolkata,Banglore,06:55,09:30,0.0,Economy,155,3,44.14942528735632
SpiceJet,6,9,Chennai,Kolkata,17:45,20:05,0.0,Economy,140,6,41.3448275862069
IndiGo,4,3,Kolkata,Banglore,04:40,07:15,0.0,Economy,155,2,47.97701149425287
Vistara,5,27,Delhi,Cochin,06:00,09:10,0.0,Economy,190,0,71.44827586206897
Jet Airways,5,9,Kolkata,Banglore,17:00,18:00,1.0,Business,1500,3,122.11494252873564
Air Asia,6,24,Delhi,Cochin,07:55,22:25,1.0,Economy,870,0,70.71264367816092
IndiGo,3,9,Delhi,Cochin,20:30,01:35,1.0,Economy,305,5,79.73563218390805
Air India,6,1,Delhi,Cochin,17:00,19:15,1.0,Business,1575,5,101.05747126436782
Multiple carriers,5,27,Delhi,Cochin,12:50,21:00,1.0,Business,490,0,80.51724137931035
Jet Airways,6,6,Mumbai,Hyderabad,02:55,04:20,0.0,Business,85,3,65.26436781609195
Air India,3,15,Banglore,New Delhi,10:30,11:20,1.0,Business,1490,4,80.60919540229885
Jet Airways,5,21,Delhi,Cochin,15:00,19:00,1.0,Business,1680,1,184.816091954023
Jet Airways,6,6,Kolkata,Banglore,09:35,18:00,1.0,Business,505,3,121.13793103448276
Jet Airways,5,6,Kolkata,Banglore,16:30,23:35,1.0,Business,425,0,136.10344827586206
IndiGo,3,15,Banglore,New Delhi,19:35,00:35,1.0,Business,300,4,120.79310344827586
IndiGo,6,3,Chennai,Kolkata,13:15,15:35,0.0,Economy,140,0,41.3448275862069
Air India,5,1,Kolkata,Banglore,09:25,13:45,2.0,Business,1700,2,178.5287356321839
Multiple carriers,3,9,Delhi,Cochin,06:50,21:00,1.0,Business,850,5,161.90804597701148
Multiple carriers,3,27,Delhi,Cochin,14:35,22:20,1.0,Economy,465,2,67.62068965517241
Multiple carriers,6,3,Delhi,Cochin,07:00,21:00,1.0,Business,840,0,87.5632183908046
Jet Airways,5,1,Kolkata,Banglore,17:00,18:00,1.0,Business,1500,2,107.05747126436782
Jet Airways,6,9,Kolkata,Banglore,09:35,21:05,1.0,Business,690,6,160.8505747126437
IndiGo,4,27,Delhi,Cochin,07:35,12:10,1.0,Economy,275,5,58.310344827586206
Air Asia,3,24,Banglore,New Delhi,11:10,13:55,0.0,Economy,165,6,38.88505747126437
Multiple carriers,6,1,Delhi,Cochin,09:00,19:15,1.0,Business,615,5,185.1494252873563
Multiple carriers,5,27,Delhi,Cochin,10:20,01:30,1.0,Economy,910,0,78.10344827586206
Jet Airways,4,1,Kolkata,Banglore,16:30,04:40,1.0,Business,730,0,145.75862068965515
Jet Airways,6,12,Delhi,Cochin,15:00,12:35,1.0,Business,1295,2,117.95402298850574
Vistara,6,6,Kolkata,Banglore,17:00,18:50,1.0,Business,1550,3,101.3793103448276
Jet Airways,3,9,Banglore,New Delhi,05:50,12:20,1.0,Business,390,5,115.36781609195404
Multiple carriers,6,12,Delhi,Cochin,06:00,12:35,1.0,Business,395,2,135.50574712643677
GoAir,5,15,Delhi,Cochin,10:35,19:35,1.0,Business,540,2,84.80459770114942
IndiGo,5,24,Banglore,Delhi,18:55,21:50,0.0,Economy,175,4,55.4367816091954
Jet Airways,6,24,Banglore,Delhi,19:50,22:50,0.0,Economy,180,0,74.45977011494253
Jet Airways,6,1,Delhi,Cochin,09:40,04:25,2.0,Business,1125,5,149.58620689655172
Jet Airways,5,24,Kolkata,Banglore,16:30,22:35,1.0,Business,365,4,124.64367816091954
Multiple carriers,6,27,Delhi,Cochin,08:00,21:00,1.0,Business,780,3,85.14942528735632
Multiple carriers,6,27,Delhi,Cochin,07:05,16:10,1.0,Business,545,3,110.8735632183908
SpiceJet,5,6,Chennai,Kolkata,17:45,20:05,0.0,Economy,140,0,41.3448275862069
SpiceJet,6,27,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,3,44.51724137931034
GoAir,6,27,Delhi,Cochin,14:25,19:35,1.0,Business,310,3,90.45977011494251
Jet Airways,6,27,Delhi,Cochin,05:30,12:35,2.0,Business,425,3,153.3793103448276
Air India,6,12,Mumbai,Hyderabad,19:30,20:45,0.0,Economy,75,2,35.632183908045974
Air India,3,18,Banglore,New Delhi,21:05,23:55,0.0,Economy,170,0,51.04597701149425
IndiGo,3,27,Delhi,Cochin,04:55,12:00,1.0,Economy,425,2,70.93103448275862
Jet Airways,5,9,Kolkata,Banglore,20:25,10:55,1.0,Business,870,3,125.89655172413794
Air India,5,9,Kolkata,Banglore,14:30,08:55,2.0,Business,1105,3,163.3793103448276
IndiGo,6,24,Delhi,Cochin,07:30,21:00,1.0,Economy,810,0,70.03448275862068
Air India,6,24,Delhi,Cochin,12:55,19:15,2.0,Business,1820,0,142.94252873563218
Jet Airways,5,18,Delhi,Cochin,13:25,19:00,2.0,Business,1775,5,173.89655172413794
Multiple carriers,6,3,Delhi,Cochin,06:00,12:35,1.0,Business,395,0,152.4022988505747
Air India,5,24,Kolkata,Banglore,09:50,12:30,2.0,Business,1600,4,174.367816091954
Jet Airways,5,21,Kolkata,Banglore,16:30,22:35,1.0,Business,365,1,169.89655172413794
IndiGo,6,1,Delhi,Cochin,11:25,01:30,1.0,Economy,845,5,71.33333333333333
SpiceJet,5,9,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,3,44.14942528735632
Jet Airways,6,15,Delhi,Cochin,11:30,19:00,1.0,Business,450,5,169.1264367816092
IndiGo,6,9,Delhi,Cochin,04:55,21:00,1.0,Economy,965,6,70.03448275862068
Jet Airways,6,9,Banglore,Delhi,11:10,14:05,0.0,Business,175,6,92.13793103448276
Air India,3,27,Delhi,Cochin,06:05,09:25,1.0,Economy,1640,2,58.81609195402299
Jet Airways,5,1,Kolkata,Banglore,08:25,04:40,1.0,Business,1215,2,98.6896551724138
IndiGo,3,9,Delhi,Cochin,15:00,01:35,1.0,Business,635,5,156.44827586206895
IndiGo,5,9,Delhi,Cochin,16:10,22:30,1.0,Economy,380,3,77.05747126436782
IndiGo,5,9,Kolkata,Banglore,06:20,10:20,1.0,Economy,240,3,48.57471264367816
Air India,4,6,Banglore,Delhi,17:00,19:45,0.0,Economy,165,5,53.45977011494253
SpiceJet,5,27,Kolkata,Banglore,22:20,00:40,0.0,Economy,140,0,44.51724137931034
GoAir,3,3,Banglore,New Delhi,20:55,23:50,0.0,Business,175,6,83.01149425287356
Multiple carriers,5,15,Delhi,Cochin,11:30,21:00,1.0,Business,570,2,157.7816091954023
IndiGo,3,27,Delhi,Cochin,09:10,15:30,1.0,Business,380,2,116.5632183908046
SpiceJet,4,24,Banglore,Delhi,21:10,00:05,0.0,Economy,175,2,41.66666666666666
IndiGo,4,15,Delhi,Cochin,07:35,16:10,1.0,Economy,515,0,74.04597701149426
Jet Airways,5,6,Banglore,Delhi,17:45,20:45,0.0,Business,180,0,83.0919540229885
Air Asia,6,24,Delhi,Cochin,16:45,06:35,1.0,Economy,830,0,77.60919540229885
Jet Airways,3,24,Kolkata,Banglore,21:10,18:10,1.0,Business,1260,6,158.1494252873563
Air India,3,6,Mumbai,Hyderabad,12:00,12:25,1.0,Business,1465,2,165.60919540229884
Air India,6,9,Delhi,Cochin,20:15,19:15,2.0,Business,1380,6,153.80459770114942
Vistara,4,1,Kolkata,Banglore,17:00,20:20,1.0,Business,1640,0,105.0
IndiGo,5,15,Kolkata,Banglore,18:05,23:30,1.0,Economy,325,2,71.47126436781609
SpiceJet,4,27,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,5,47.97701149425287
Air India,6,6,Kolkata,Banglore,19:00,11:05,1.0,Economy,965,3,70.3103448275862
Jet Airways,5,15,Kolkata,Banglore,09:35,21:05,1.0,Business,690,2,123.02298850574712
Jet Airways,6,12,Kolkata,Banglore,09:35,09:45,1.0,Business,1450,2,145.88505747126436
Jet Airways,6,6,Kolkata,Banglore,17:00,10:55,1.0,Business,1075,3,121.13793103448276
Jet Airways,3,24,Kolkata,Banglore,13:55,19:40,1.0,Business,345,6,127.97701149425288
IndiGo,3,24,Banglore,New Delhi,21:20,00:15,0.0,Economy,175,6,54.9080459770115
Jet Airways,5,18,Delhi,Cochin,11:30,12:35,1.0,Business,1505,5,142.2183908045977
Multiple carriers,3,3,Delhi,Cochin,13:05,21:20,2.0,Business,495,6,137.54022988505747
IndiGo,5,15,Chennai,Kolkata,22:05,00:25,0.0,Economy,140,2,60.6551724137931
Air India,3,1,Banglore,New Delhi,08:50,23:55,2.0,Business,2345,4,196.95402298850576
Jet Airways,6,6,Delhi,Cochin,14:00,19:00,1.0,Business,300,3,169.1264367816092
IndiGo,3,9,Banglore,New Delhi,22:20,01:10,0.0,Economy,170,5,70.62068965517241
Air India,4,1,Banglore,Delhi,13:20,16:10,0.0,Economy,170,0,67.94252873563218
Vistara,3,12,Mumbai,Hyderabad,19:45,19:55,1.0,Business,1450,1,138.8505747126437
IndiGo,4,6,Banglore,Delhi,10:30,13:20,0.0,Economy,170,5,50.83908045977012
Multiple carriers,5,27,Delhi,Cochin,09:00,21:00,1.0,Business,720,0,87.5632183908046
Air Asia,5,27,Banglore,Delhi,11:10,13:55,0.0,Economy,165,0,38.88505747126437
Air India,3,6,Delhi,Cochin,19:45,19:15,2.0,Business,1410,2,145.35632183908046
Multiple carriers,5,18,Delhi,Cochin,06:00,21:00,1.0,Business,900,5,88.16091954022988
IndiGo,5,15,Kolkata,Banglore,04:40,07:15,0.0,Economy,155,2,55.2183908045977
Jet Airways,3,12,Banglore,New Delhi,20:35,18:25,1.0,Business,1310,1,127.4367816091954
Jet Airways,4,18,Banglore,Delhi,11:10,14:05,0.0,Business,175,3,83.0919540229885
SpiceJet,3,3,Chennai,Kolkata,08:20,10:35,0.0,Business,135,6,81.03448275862068
Jet Airways,4,1,Kolkata,Banglore,20:00,18:15,1.0,Business,1335,0,145.75862068965515
SpiceJet,4,3,Delhi,Cochin,08:45,13:15,1.0,Economy,270,2,47.10344827586207
SpiceJet,5,12,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,6,40.72413793103448
Jet Airways,5,21,Kolkata,Banglore,20:25,18:00,1.0,Business,1295,1,162.6551724137931
Jet Airways,3,24,Kolkata,Banglore,06:30,22:35,1.0,Business,965,6,153.32183908045977
Jet Airways,5,24,Kolkata,Banglore,21:10,12:00,1.0,Business,890,4,111.06896551724138
Jet Airways,5,27,Delhi,Cochin,11:30,04:25,1.0,Business,1015,0,148.2528735632184
Air India,6,3,Delhi,Cochin,12:00,19:15,2.0,Business,435,0,98.88505747126436
Jet Airways,6,12,Kolkata,Banglore,16:30,12:00,1.0,Business,1170,2,149.93103448275863
SpiceJet,3,6,Kolkata,Banglore,17:15,19:45,0.0,Economy,150,2,53.12643678160919
Multiple carriers,3,21,Delhi,Cochin,14:00,21:00,1.0,Business,420,3,150.13793103448276
Multiple carriers,6,12,Delhi,Cochin,09:15,19:00,1.0,Business,585,2,133.58620689655172
Jet Airways,3,12,Banglore,New Delhi,20:35,20:20,1.0,Business,1425,1,127.4367816091954
Multiple carriers,6,15,Delhi,Cochin,10:20,19:00,1.0,Business,520,5,135.50574712643677
Jet Airways,5,9,Kolkata,Banglore,18:55,09:20,1.0,Business,865,3,111.06896551724138
Jet Airways,3,6,Banglore,New Delhi,08:55,16:10,1.0,First Class,435,2,220.97701149425288
Multiple carriers,6,27,Delhi,Cochin,11:40,01:30,1.0,Economy,830,3,66.63218390804597
Multiple carriers,6,1,Delhi,Cochin,12:50,19:15,1.0,Business,385,5,109.4942528735632
Jet Airways,4,9,Banglore,Delhi,19:50,22:50,0.0,Business,180,1,83.0919540229885
Multiple carriers,4,9,Delhi,Cochin,08:30,19:00,1.0,Business,630,1,125.02298850574712
Air India,3,6,Banglore,New Delhi,08:15,22:55,2.0,Business,880,2,160.2528735632184
Air Asia,5,9,Banglore,Delhi,11:10,13:55,0.0,Economy,165,3,38.88505747126437
Jet Airways,6,15,Delhi,Cochin,14:00,04:25,1.0,Business,865,5,117.95402298850574
Air India,5,24,Kolkata,Banglore,05:50,20:25,2.0,Business,875,4,128.7471264367816
Jet Airways,6,1,Delhi,Cochin,19:15,04:25,1.0,Business,550,5,117.95402298850574
Air India,6,3,Delhi,Cochin,22:00,19:15,2.0,Business,1275,0,117.59770114942528
Jet Airways,3,15,Banglore,New Delhi,14:05,08:15,1.0,Business,1090,4,104.98850574712644
Air Asia,5,18,Kolkata,Banglore,10:20,12:55,0.0,Economy,155,5,64.88505747126437
Jet Airways,6,1,Delhi,Cochin,15:00,04:25,1.0,Business,805,5,169.1264367816092
Air India,3,6,Delhi,Cochin,16:40,19:15,2.0,Business,1595,2,145.35632183908046
Air India,6,3,Delhi,Cochin,10:55,19:15,2.0,Business,500,0,139.91954022988506
IndiGo,6,12,Mumbai,Hyderabad,21:20,22:50,0.0,Economy,90,2,25.597701149425287
Multiple carriers,5,6,Delhi,Cochin,07:30,19:00,1.0,Business,690,0,121.02298850574712
Jet Airways,5,18,Delhi,Cochin,11:00,14:15,0.0,Business,195,5,82.7816091954023
Multiple carriers,5,27,Delhi,Cochin,09:00,21:00,1.0,Business,720,0,90.64367816091954
SpiceJet,6,18,Mumbai,Hyderabad,22:45,00:15,0.0,Economy,90,1,23.183908045977013
IndiGo,4,27,Delhi,Cochin,05:05,16:10,1.0,Economy,665,5,70.93103448275862
Jet Airways,6,3,Mumbai,Hyderabad,02:55,04:20,0.0,Economy,85,0,46.55172413793103
SpiceJet,5,9,Kolkata,Banglore,11:35,18:50,1.0,Business,435,3,97.45977011494251
Air Asia,5,18,Banglore,Delhi,04:55,07:45,0.0,Economy,170,5,49.2183908045977
Vistara,5,24,Kolkata,Banglore,20:20,20:20,1.0,Business,1440,4,107.41379310344828
Air India,6,24,Delhi,Cochin,05:15,06:50,1.0,Economy,1535,0,75.71264367816092
IndiGo,5,3,Mumbai,Hyderabad,20:05,21:40,0.0,Economy,95,4,31.655172413793103
SpiceJet,6,21,Banglore,Delhi,21:10,00:05,0.0,Economy,175,4,45.04597701149425
Jet Airways,6,12,Delhi,Cochin,09:40,04:25,2.0,Business,1125,2,119.17241379310344
Air India,3,3,Banglore,New Delhi,09:30,16:20,1.0,Business,410,6,133.95402298850576
GoAir,4,1,Banglore,Delhi,20:55,23:40,0.0,Economy,165,0,48.72413793103448
IndiGo,5,27,Delhi,Cochin,06:50,16:10,1.0,Economy,560,0,76.71264367816092
Multiple carriers,6,24,Delhi,Cochin,13:00,01:30,1.0,Business,750,0,82.73563218390805
IndiGo,6,12,Kolkata,Banglore,21:00,02:15,1.0,Economy,315,2,68.16091954022988
Jet Airways,5,9,Banglore,Delhi,07:10,10:10,0.0,Business,180,3,83.0919540229885
Air India,4,1,Kolkata,Banglore,10:00,01:20,2.0,Business,920,0,119.63218390804596
Air India,6,12,Delhi,Cochin,07:10,07:40,2.0,Business,1470,2,143.54022988505747
IndiGo,6,9,Chennai,Kolkata,05:15,07:40,0.0,Economy,145,6,40.689655172413794
Jet Airways,6,12,Kolkata,Banglore,20:00,09:20,1.0,Business,800,2,98.03448275862068
Jet Airways,6,24,Delhi,Cochin,14:35,04:25,2.0,Business,830,0,153.7471264367816
GoAir,5,24,Kolkata,Banglore,16:40,00:15,1.0,Business,455,4,101.7816091954023
Jet Airways,5,15,Kolkata,Banglore,06:30,19:50,1.0,Business,800,2,169.89655172413794
IndiGo,6,27,Delhi,Cochin,17:10,01:30,1.0,Economy,500,3,65.33333333333333
Jet Airways,5,9,Delhi,Cochin,19:30,04:25,2.0,Business,535,3,149.75862068965515
Jet Airways,5,1,Delhi,Cochin,19:10,19:00,2.0,Business,1430,2,173.89655172413794
Air India,6,9,Kolkata,Banglore,09:25,18:30,1.0,Business,545,6,98.57471264367815
Jet Airways,3,9,Banglore,New Delhi,08:55,11:25,1.0,Business,1590,5,127.4367816091954
Jet Airways,6,9,Mumbai,Hyderabad,10:20,11:50,0.0,Business,90,6,65.26436781609195
Jet Airways,3,21,Delhi,Cochin,18:15,04:25,1.0,Business,610,3,144.33333333333334
IndiGo,3,27,Chennai,Kolkata,11:35,14:00,0.0,Economy,145,2,44.3448275862069
Jet Airways,5,9,Delhi,Cochin,14:00,12:35,1.0,Business,1355,3,142.2183908045977
IndiGo,3,18,Mumbai,Hyderabad,09:10,10:40,0.0,Economy,90,0,46.54022988505747
Jet Airways,3,15,Banglore,New Delhi,16:55,00:45,1.0,First Class,470,4,252.11494252873564
